customer_type,customerid,first_purchase_date,locationid,name,zipcode
B2C,2644,2022-09-10,22,"Craig, Spencer and Lawrence",05364
B2C,2645,2020-05-18,23,"Owens, Phillips and Jackson",84737
B2C,2646,2023-01-06,24,Whitney-Palmer,16898
B2C,2647,2024-04-17,25,"Anderson, Roberts and Singh",89020
B2C,2648,2020-05-02,26,Price-Andrews,19367
B2C,2649,2022-03-02,27,Gutierrez LLC,56998
B2B,2650,2020-08-06,28,Delgado-Bullock,48971
B2B,2651,2020-08-07,29,"Ramsey, Gonzalez and Petty",09464
B2C,2652,2021-11-15,30,"James, Anderson and Soto",INVALID_44149
B2B,2653,2021-12-29,31,Baker Inc,67675
B2B,2654,2022-12-06,32,"Green, Walker and Fischer",10183
B2C,2655,2022-07-22,33,"Acosta, Jacobs and Hendrix",33120
B2C,2656,2024-10-21,34,Walker PLC,INVALID_55764
B2C,2657,2022-04-07,35,Johnson Inc,51922
B2C,2658,2024-08-30,36,Williams-Garcia,36644
B2B,2659,2023-04-22,37,Richardson and Sons,23688
B2B,2660,2024-05-09,38,Wood-Smith,79058
B2B,2661,2023-06-12,39,"Singleton, Wells and Hawkins",15459
B2C,2662,2020-06-21,40,Walker Ltd,79266
B2C,2663,2021-08-30,41,Herring-Dunn,INVALID_73198
B2C,2664,2025-03-18,42,"Lee, Mitchell and Stewart",76689
B2B,2665,2022-05-01,43,"Carter, Hart and Cabrera",66665
B2C,2666,2022-06-20,44,"Reyes, Anderson and Oliver",74944
B2B,2667,2024-06-11,45,"Anderson, Bradshaw and Jimenez",80549
B2B,2668,2022-06-15,46,Whitney-Guzman,59705
B2B,2669,2022-10-10,1,Lewis-Sanchez,83209
B2C,2670,2025-02-06,2,Charles-Clark,11977
B2B,2671,2020-09-06,3,Harris-Walker,INVALID_78523
B2B,2672,2022-09-28,4,"Sawyer, Torres and Barron",61408
B2C,2673,2024-03-30,5,Haynes Group,34355
B2C,2674,2020-10-28,6,Nash and Sons,77869
B2B,2675,2023-10-29,7,"Orr, Lopez and Vargas",34768
B2B,2676,2021-09-27,8,Bowers-Owens,87831
B2B,2677,2025-01-03,9,"Brewer, Scott and Webb",05407
B2C,2678,2020-07-28,10,Allen-Kline,06568
B2C,2679,2024-01-20,11,"Davis, Jackson and Harmon",96692
B2B,2680,2023-12-18,12,Stephens-Swanson,26335
B2C,2681,2024-06-25,13,Rodriguez-Rios,56285
B2B,2682,2021-06-16,14,"Marsh, Perez and Berry",06893
B2C,2683,2023-05-28,15,"Patel, Hardy and Luna",32033
B2C,2684,2021-11-30,16,"Fernandez, Edwards and Weber",07430
B2C,2685,2023-04-12,17,Bailey PLC,48066
B2C,2686,2021-07-13,18,Mathews LLC,70394
B2C,2687,2022-07-26,19,Mitchell Group,94224
B2B,2688,2024-11-15,20,Smith-Smith,52596
B2B,2689,2022-12-07,21,"Williams, Wilkinson and Madden",52515
B2C,2690,2024-09-20,22,"Rhodes, Blair and French",64918
B2B,2691,2023-12-13,23,Thomas Ltd,68378
B2B,2692,2023-12-04,24,"Kelly, Roberts and Blanchard",INVALID_51640
B2C,2693,2021-04-13,25,Williams LLC,96752
B2B,2694,2022-01-28,26,James-Weaver,93085
B2C,2695,2021-03-02,27,"Peterson, Austin and Nelson",00883
B2C,2696,2021-07-27,28,"Love, Campbell and Weaver",84562
B2C,2697,2024-06-27,29,"Morris, Rodriguez and Mcpherson",18397
B2C,2698,2022-04-05,30,"Perez, Levine and Bartlett",40163
B2C,2699,2024-12-28,31,Bailey and Sons,24286
B2C,2700,2022-07-11,32,"Sims, Murray and Sanders",70152
B2B,2701,2024-05-24,33,King-Knight,68461
B2B,2702,2022-10-19,34,James-Deleon,52324
B2C,2703,2021-03-13,35,"Johnson, Crane and Adams",79984
B2C,2704,2020-07-29,36,Morris-Jones,52361
B2B,2705,2025-01-04,37,Ellis PLC,80583
B2B,2706,2024-10-15,38,"Stanton, Ware and Ponce",59300
B2C,2707,2023-01-19,39,Nelson Ltd,28891
B2C,2708,2025-02-22,40,Wilcox Ltd,71099
B2B,2709,2021-03-04,41,Bryan Inc,65465
B2B,2710,2021-06-16,42,Rocha-Le,07831
B2B,2711,2023-03-11,43,Mcgee and Sons,92403
B2B,2712,2023-01-17,44,Jones Inc,32458
B2B,2713,2022-09-28,45,"Willis, Wood and Osborne",09042
B2C,2714,2024-05-12,46,"Deleon, Horton and Garcia",INVALID_18705
B2C,2715,2020-07-04,1,Alexander-Rivera,90525
B2B,2716,2023-04-16,2,Martin-Watson,54151
B2B,2717,2024-10-26,3,Rodriguez Inc,40471
B2B,2718,2025-04-04,4,Adams LLC,17124
B2B,2719,2023-01-01,5,"Bailey, Gibbs and Ramos",06551
B2C,2720,2020-08-16,6,Carlson-Young,33693
B2B,2721,2025-03-15,7,Marquez PLC,57483
B2C,2722,2023-12-28,8,Hughes-Frederick,84504
B2B,2723,2023-10-26,9,"Mercado, Young and Phillips",01566
B2C,2724,2023-08-28,10,Cooper Group,12849
B2C,2725,2024-06-11,11,Donaldson Group,34378
B2B,2726,2023-03-13,12,Perez-Mcgrath,86120
B2B,2727,2022-04-11,13,Vasquez PLC,96772
B2C,2728,2024-10-24,14,"Swanson, Marquez and Jenkins",11989
B2B,2729,2022-07-19,15,"Walker, Graham and Lopez",74284
B2C,2730,2020-12-10,16,"Shepherd, Tanner and Peterson",96069
B2C,2731,2024-01-05,17,Pollard Group,14436
B2B,2732,2022-02-06,18,"Curtis, Valenzuela and Hayden",45404
B2C,2733,2022-09-21,19,Reed-Gonzalez,35586
B2C,2734,2023-04-23,20,"Garcia, Rodriguez and Cannon",77001
B2C,2735,2020-08-29,21,Walker and Sons,93778
B2B,2736,2024-12-31,22,Rios-Shaw,39118
B2B,2737,2020-05-17,23,Martinez-Glass,32737
B2C,2738,2021-04-04,24,"Smith, Johnson and Fields",45835
B2B,2739,2025-03-04,25,Osborne LLC,13109
B2B,2740,2024-10-05,26,Harmon Group,93741
B2C,2741,2023-06-04,27,Martinez Inc,77481
B2B,2742,2025-01-21,28,Russell Inc,12234
B2C,2743,2024-03-11,29,Jimenez-Rose,43085
B2B,2744,2022-08-14,30,Day-Sharp,36132
B2B,2745,2025-02-17,31,Mcknight-Young,33870
B2C,2746,2022-01-25,32,Mason Inc,15257
B2B,2747,2022-07-30,33,Allen-Lopez,36447
B2B,2748,2021-10-18,34,Norton-Lawson,08580
B2C,2749,2022-09-10,35,Washington-Miller,51165
B2C,2750,2023-06-06,36,Benton Group,06993
B2B,2751,2020-10-21,37,Thompson Group,30399
B2B,2752,2022-06-12,38,"Carpenter, Fernandez and Johnson",26042
B2B,2753,2022-07-18,39,"Henderson, Nolan and Taylor",68336
B2C,2754,2025-04-24,40,Maynard-Green,04855
B2B,2755,2023-01-12,41,Ho LLC,26190
B2C,2756,2020-08-09,42,Hull-Holloway,93192
B2B,2757,2025-04-25,43,Graves Inc,02125
B2C,2758,2024-07-08,44,"Gross, Obrien and Carlson",16055
B2B,2759,2022-01-13,45,"Williams, Griffith and Haley",29464
B2C,2760,2024-03-25,46,Garcia Inc,82306
B2C,2761,2023-06-08,1,Dean-Yates,INVALID_92453
B2C,2762,2021-01-10,2,Williams-Webster,81585
B2C,2763,2023-06-28,3,"Lewis, Marsh and Johnston",32435
B2C,2764,2025-04-04,4,Weber and Sons,53863
B2C,2765,2024-04-11,5,Walker-Hansen,76032
B2B,2766,2024-09-23,6,Huerta-Lowery,72410
B2B,2767,2023-03-08,7,Bartlett Ltd,51695
B2B,2768,2021-11-24,8,Mendez-Cervantes,99512
B2C,2769,2023-09-15,9,"Hale, Reeves and Schultz",73709
B2C,2770,2023-06-30,10,Mccoy Group,53069
B2C,2771,2021-03-20,11,Smith Ltd,00782
B2B,2772,2021-06-21,12,"Vargas, Thompson and Williams",33891
B2C,2773,2024-09-04,13,Maldonado PLC,INVALID_73416
B2C,2774,2022-01-11,14,Cox Ltd,98985
B2C,2775,2023-01-15,15,Cooper and Sons,82500
B2C,2776,2021-06-16,16,Lang Ltd,76584
B2B,2777,2024-01-01,17,Hamilton PLC,92007
B2C,2778,2023-10-13,18,Sanders LLC,78259
B2C,2779,2024-12-15,19,Arnold and Sons,89985
B2C,2780,2023-10-13,20,Morris-Smith,34173
B2B,2781,2021-08-12,21,Nash Ltd,10311
B2C,2782,2022-03-14,22,Valdez PLC,26684
B2C,2783,2023-05-21,23,"Holmes, Miller and Adams",59031
B2B,2784,2021-12-30,24,Watkins-Gardner,73740
B2C,2785,2023-09-15,25,Morales PLC,09470
B2C,2786,2024-06-23,26,Butler-Logan,75135
B2B,2787,2021-02-23,27,"Rhodes, Johnson and Herrera",61704
B2B,2788,2023-10-08,28,Martin-Austin,20906
B2C,2789,2024-08-30,29,Kelley PLC,69359
B2B,2790,2022-09-28,30,Hughes Group,28776
B2C,2791,2024-10-11,31,"Mckinney, Atkins and Schmidt",47668
B2C,2792,2024-04-22,32,Holmes-Bennett,92067
B2C,2793,2020-06-21,33,White Group,44917
B2C,2794,2021-04-24,34,Mann Ltd,68292
B2C,2795,2020-08-07,35,"Steele, Jackson and Buck",28143
B2C,2796,2020-06-23,36,Smith PLC,INVALID_52631
B2C,2797,2021-07-03,37,"Taylor, Patel and Patterson",49602
B2C,2798,2024-12-28,38,"Brown, Robertson and Martin",67356
B2C,2799,2024-02-18,39,Gibbs and Sons,52126
B2C,2800,2022-07-12,40,"Thompson, Larson and Jacobs",61334
B2C,2801,2024-11-01,41,"Cardenas, Hicks and Wells",INVALID_19902
B2C,2802,2023-08-26,42,"Mcclure, Carter and Leon",81707
B2C,2803,2023-03-24,43,Gutierrez-Wilcox,61763
B2C,2804,2021-01-13,44,Olson Group,94492
B2B,2805,2024-07-06,45,"Bell, Martin and Knight",74172
B2C,2806,2022-03-25,46,"Baker, Taylor and Robinson",23772
B2C,2807,2022-09-02,1,Brown Ltd,48656
B2B,2808,2020-10-22,2,Lynch-Franco,03392
B2B,2809,2025-03-15,3,"Anderson, Martin and Porter",73529
B2C,2810,2020-06-27,4,Flores-Martin,71826
B2C,2811,2024-12-20,5,Evans and Sons,61851
B2C,2812,2021-02-08,6,Richardson-Hamilton,INVALID_61051
B2B,2813,2023-04-07,7,"Becker, Hughes and Martin",24262
B2B,2814,2024-01-15,8,Edwards Inc,45505
B2B,2815,2021-11-05,9,Anderson-Graves,22099
B2B,2816,2022-01-29,10,"Lopez, Graham and Adams",INVALID_20703
B2C,2817,2022-09-19,11,"Clark, Duffy and Jackson",12713
B2B,2818,2025-03-29,12,"Mccormick, Schneider and Burnett",05148
B2C,2819,2022-03-14,13,Mills LLC,79644
B2B,2820,2020-07-04,14,Collins and Sons,37832
B2B,2821,2025-01-02,15,Barnes LLC,21133
B2B,2822,2021-01-21,16,"Henry, Mccarthy and Wright",22096
B2B,2823,2022-09-25,17,Bell LLC,05025
B2C,2824,2020-05-25,18,Sanchez-Armstrong,83370
B2B,2825,2024-06-10,19,Lewis-Richardson,99694
B2B,2826,2021-12-01,20,null,05596
B2C,2827,2020-06-26,21,Clark Inc,47428
B2C,2828,2024-05-30,22,Sawyer PLC,98322
B2B,2829,2025-03-26,23,"George, Burch and Harris",56734
B2C,2830,2022-05-13,24,"Murphy, Larsen and Mathews",91027
B2B,2831,2025-03-03,25,Smith-Peterson,62042
B2B,2832,2021-11-23,26,"Davis, Fox and Benitez",14045
B2B,2833,2021-03-05,27,Carter-Torres,18365
B2C,2834,2022-01-09,28,Kirby-Powell,38236
B2B,2835,2023-02-25,29,"Andrews, Ellison and Mathews",40236
B2B,2836,2024-08-05,30,Barnett Ltd,57998
B2B,2837,2021-06-25,31,Martinez Inc,92135
B2C,2838,2022-11-24,32,"Rose, Bell and Wilson",48758
B2C,2839,2024-11-08,33,Berg Inc,45685
B2B,2840,2020-05-04,34,"Webster, Newton and Foster",49865
B2C,2841,2022-08-01,35,Robles and Sons,22519
B2C,2842,2021-01-23,36,Frank-Hall,46125
B2B,2843,2020-06-09,37,Carlson-Lawrence,86316
B2B,2844,2024-12-29,38,White LLC,11466
B2C,2845,2020-05-06,39,Gardner-Blake,38239
B2B,2846,2022-08-08,40,Garcia Group,09654
B2B,2847,2022-10-31,41,Greene-Walker,05867
B2C,2848,2020-04-30,42,Booker-Weiss,06727
B2B,2849,2020-12-26,43,"Greene, Hancock and Welch",10351
B2C,2850,2022-09-19,44,Washington PLC,55361
B2C,2851,2024-05-28,45,Bradford Ltd,77712
B2B,2852,2021-08-02,46,Michael Ltd,45615
B2B,2853,2023-11-28,1,Tapia-Hall,89536
B2C,2854,2025-01-23,2,Crawford-Crawford,65294
B2C,2855,2022-07-19,3,"Rice, Foley and Hudson",73140
B2B,2856,2020-12-20,4,"Burke, Garcia and Woods",34157
B2C,2857,2021-11-14,5,Jackson-Nguyen,70814
B2C,2858,2022-11-07,6,null,68847
B2B,2859,2024-09-07,7,"Hicks, Stevens and Boyd",36488
B2C,2860,2024-06-12,8,Bush Group,65529
B2C,2861,2024-01-26,9,Patton-Patrick,89278
B2C,2862,2024-06-11,10,Barnes Ltd,45331
B2C,2863,2024-11-23,11,"Sweeney, Kim and Patel",81852
B2B,2864,2024-09-03,12,Floyd Ltd,44117
B2C,2865,2022-04-13,13,Bass Ltd,40412
B2B,2866,2023-04-26,14,Wilson LLC,42536
B2C,2867,2023-05-25,15,Velasquez-Ellis,40352
B2B,2868,2020-10-22,16,Landry Group,77898
B2C,2869,2021-05-11,17,"Williams, Morrison and Villa",70424
B2C,2870,2023-01-21,18,Patton Ltd,63101
B2C,2871,2023-03-12,19,Blackburn-Maynard,36882
B2C,2872,2023-07-10,20,"Alexander, Shaw and Snyder",87450
B2B,2873,2024-11-09,21,Peterson-Chan,77517
B2B,2874,2022-06-23,22,Johnson and Sons,06513
B2C,2875,2024-02-25,23,Garcia LLC,27443
B2B,2876,2022-12-01,24,Keller-Duncan,45898
B2B,2877,2022-05-28,25,"Mann, Fry and Miller",57956
B2C,2878,2023-09-25,26,Rivera-Cook,58300
B2B,2879,2023-09-16,27,Edwards LLC,12649
B2C,2880,2025-01-24,28,"Black, Richards and Sampson",24926
B2B,2881,2023-12-05,29,"Patrick, Wilson and Wagner",INVALID_57923
B2B,2882,2024-02-19,30,Ross-Warren,55119
B2C,2883,2024-10-28,31,"Garza, Diaz and Montgomery",41835
B2B,2884,2025-03-22,32,Thomas-Jones,25336
B2B,2885,2023-04-19,33,Martin-Wallace,85510
B2B,2886,2022-04-16,34,null,INVALID_78052
B2C,2887,2022-06-02,35,Spencer Inc,27218
B2C,2888,2021-10-12,36,Clark-Neal,40207
B2B,2889,2020-06-11,37,"Ramos, Johnson and Clark",29090
B2B,2890,2023-11-29,38,Avila LLC,87565
B2C,2891,2021-07-20,39,Myers PLC,12356
B2B,2892,2024-04-01,40,Avery LLC,04935
B2B,2893,2022-03-17,41,Black-Adkins,66115
B2C,2894,2023-03-24,42,"Calderon, Bailey and Ball",32755
B2B,2895,2024-12-05,43,Brown and Sons,87540
B2B,2896,2021-07-01,44,Sims-James,66060
B2C,2897,2020-11-11,45,Walters Ltd,83622
B2B,2898,2020-11-28,46,"Becker, Simon and Patel",71156
B2C,2899,2023-07-23,1,"Stewart, Gutierrez and Juarez",21507
B2B,2900,2023-02-13,2,Haynes Inc,92908
B2C,2901,2024-07-10,3,Sanchez Group,98729
B2B,2902,2023-06-06,4,Espinoza-Knight,39021
B2B,2903,2024-11-01,5,"Sullivan, Ross and Brown",13736
B2B,2904,2024-04-08,6,"Williams, Moore and Lara",36223
B2B,2905,2022-11-26,7,Morgan-Thompson,70458
B2B,2906,2024-06-17,8,"Allen, Santos and Williams",86705
B2C,2907,2022-12-17,9,Andrade PLC,20868
B2B,2908,2020-08-16,10,Powell PLC,17394
B2C,2909,2023-01-27,11,Harvey Ltd,91319
B2C,2910,2024-08-30,12,Wright Ltd,91828
B2B,2911,2020-05-24,13,Farley PLC,41576
B2C,2912,2021-10-12,14,Fuller PLC,55421
B2B,2913,2024-05-07,15,Hill Inc,05391
B2C,2914,2024-09-03,16,null,43792
B2B,2915,2022-09-10,17,Williams-Walker,37855
B2B,2916,2024-09-12,18,Morton PLC,85027
B2B,2917,2024-04-18,19,Freeman-Sanchez,INVALID_20899
B2C,2918,2020-05-05,20,Ortega Inc,66671
B2B,2919,2020-06-11,21,Bryant-Adams,INVALID_43880
B2B,2920,2025-04-17,22,"Wilson, Myers and Nelson",43272
B2C,2921,2021-01-19,23,"Thomas, Sellers and Carr",98153
B2C,2922,2022-05-09,24,"Brown, Nelson and Hall",86529
B2B,2923,2024-03-13,25,Johnston-Jones,15347
B2B,2924,2022-11-24,26,Brooks Inc,04025
B2B,2925,2020-06-14,27,Flowers-Taylor,90317
B2C,2926,2024-01-30,28,Rivera-Lambert,98510
B2C,2927,2021-09-19,29,"Smith, Anderson and Harper",29608
B2C,2928,2021-05-29,30,Ford PLC,01181
B2B,2929,2023-04-21,31,Osborne-Figueroa,36340
B2B,2930,2023-08-26,32,"Huber, Stokes and Camacho",29649
B2C,2931,2021-01-09,33,"Williams, Martin and Joseph",70825
B2C,2932,2021-05-24,34,"Ortega, Moore and Gonzales",97358
B2B,2933,2021-04-20,35,"Rios, Stone and Garcia",37947
B2B,2934,2024-08-17,36,"Smith, Lewis and Mejia",INVALID_67735
B2C,2935,2020-09-20,37,"Moore, Peters and Larsen",08372
B2C,2936,2020-11-15,38,"Crawford, Armstrong and Combs",95560
B2B,2937,2023-11-30,39,Adams-Willis,89197
B2B,2938,2021-05-01,40,Kennedy-Deleon,56365
B2B,2939,2020-12-20,41,"Garza, Lucas and Carter",24235
B2B,2940,2021-07-02,42,Shelton Group,02518
B2C,2941,2023-04-18,43,Patel-Rowland,31188
B2B,2942,2021-01-13,44,Thomas-Ross,12090
B2C,2943,2023-03-28,45,Mills PLC,40045
B2B,2944,2025-03-15,46,"Maxwell, Cabrera and Smith",INVALID_88794
B2C,2945,2022-09-29,1,Michael-Wagner,77582
B2B,2946,2021-01-08,2,Barry-Powell,07358
B2B,2947,2022-01-18,3,Rodriguez-Becker,95777
B2C,2948,2024-01-19,4,Vaughan PLC,63450
B2C,2949,2023-07-28,5,"Burns, Johnston and Gay",65306
B2B,2950,2021-12-08,6,"Ball, Wallace and Duarte",55717
B2C,2951,2020-11-26,7,null,78028
B2C,2952,2024-04-23,8,"Smith, Palmer and Simmons",05732
B2C,2953,2021-07-05,9,Santiago-Stanley,73842
B2B,2954,2021-09-24,10,Smith-Martin,18782
B2B,2955,2023-09-03,11,"Mckinney, Arnold and Welch",63927
B2B,2956,2023-12-28,12,"Short, Edwards and Parks",15700
B2C,2957,2023-07-14,13,Hicks-Hudson,78681
B2C,2958,2023-12-04,14,Garcia-Richardson,89169
B2B,2959,2023-10-18,15,"Keller, Richards and Wheeler",90268
B2C,2960,2021-08-07,16,Herman-Clark,12010
B2B,2961,2021-02-10,17,"Mcneil, Trevino and Parker",84121
B2B,2962,2024-09-19,18,Gonzales-Harris,INVALID_92935
B2B,2963,2020-10-02,19,Maldonado Group,78041
B2C,2964,2024-06-06,20,Howard-Grimes,79582
B2B,2965,2021-10-10,21,Jackson Ltd,38349
B2B,2966,2020-08-05,22,Lee-Johnson,32830
B2C,2967,2021-06-19,23,Davis Inc,59232
B2B,2968,2023-02-25,24,"Obrien, Wood and Daniels",50820
B2B,2969,2023-09-13,25,"Freeman, Lee and Owen",18191
B2C,2970,2023-03-12,26,Robinson-Lewis,62735
B2B,2971,2025-04-06,27,"Roach, George and Molina",03095
B2C,2972,2022-12-12,28,"Walker, Curry and Martinez",45037
B2B,2973,2023-04-18,29,Anderson Group,26199
B2C,2974,2021-08-03,30,King-Mason,57789
B2B,2975,2025-02-06,31,"Koch, Carrillo and Williams",39525
B2B,2976,2020-11-27,32,Butler-Duke,62900
B2B,2977,2023-02-07,33,Larson Ltd,35466
B2B,2978,2022-12-15,34,Anderson Ltd,88065
B2B,2979,2021-07-05,35,Glover Inc,82510
B2C,2980,2022-06-03,36,Nguyen-Woodard,64956
B2B,2981,2021-05-10,37,"Thompson, Johnson and Trujillo",94077
B2B,2982,2024-07-17,38,Rodriguez-Flores,69403
B2B,2983,2024-05-14,39,Hawkins Group,07997
B2C,2984,2022-09-20,40,"Calderon, Morris and Robbins",17159
B2B,2985,2023-02-10,41,Owens-Reyes,INVALID_47753
B2C,2986,2022-10-31,42,Douglas-Chen,37777
B2B,2987,2022-02-20,43,"Malone, Smith and Peters",13606
B2B,2988,2023-11-25,44,Hernandez PLC,13490
B2C,2989,2022-12-02,45,"Blevins, Thompson and Watson",28135
B2C,2990,2021-08-14,46,Odom PLC,75695
B2B,2991,2020-08-12,1,Pierce Group,73474
B2B,2992,2022-11-30,2,Barron Ltd,79599
B2C,2993,2021-03-27,3,"Wilson, Smith and Odom",97082
B2C,2994,2025-03-23,4,Mcdonald LLC,12642
B2B,2995,2022-04-16,5,Scott-Hickman,15020
B2B,2996,2021-12-11,6,Taylor-Brown,15847
B2B,2997,2024-04-15,7,Johnson-Moore,42015
B2C,2998,2023-01-10,8,Houston PLC,11892
B2C,2999,2021-11-18,9,"Smith, Edwards and Vazquez",88665
B2B,3000,2024-01-21,10,Johnson Group,28600
B2B,3001,2021-09-11,11,Wilson Group,05144
B2B,3002,2022-02-22,12,Rowe-Lopez,74569
B2C,3003,2020-07-03,13,Ross-Frederick,95164
B2B,3004,2023-12-04,14,Smith-Robertson,08103
B2C,3005,2025-03-11,15,Martinez Ltd,67830
B2C,3006,2024-12-16,16,"Reynolds, Baker and Robinson",38209
B2B,3007,2021-04-05,17,"Cannon, Martin and Hernandez",89588
B2C,3008,2022-06-06,18,"Butler, Price and Montgomery",87825
B2C,3009,2021-02-24,19,Shepard-Taylor,42057
B2B,3010,2024-01-16,20,"Yoder, Allen and Mckenzie",92841
B2B,3011,2024-08-26,21,Leonard and Sons,36711
B2B,3012,2023-03-04,22,Rodriguez Group,93572
B2B,3013,2025-03-10,23,Scott Inc,55164
B2B,3014,2021-11-03,24,Reed Inc,79618
B2B,3015,2025-01-12,25,"Jenkins, Reyes and Wilson",85987
B2C,3016,2024-05-09,26,Gonzales Inc,60157
B2C,3017,2023-01-17,27,Brown-Zamora,13117
B2B,3018,2020-12-28,28,"Smith, Gay and Vance",15200
B2B,3019,2024-10-14,29,Morris-Parker,09247
B2B,3020,2022-10-30,30,Lane Inc,03528
B2C,3021,2021-05-21,31,Callahan Ltd,83352
B2C,3022,2024-09-21,32,Chan and Sons,96100
B2B,3023,2021-04-27,33,Mcdowell Group,INVALID_39911
B2C,3024,2022-08-19,34,Smith Group,02032
B2B,3025,2022-12-12,35,Moss-Doyle,66939
B2C,3026,2021-06-29,36,Chaney Group,56075
B2B,3027,2021-09-20,37,"Henry, Knight and Smith",65502
B2C,3028,2021-01-10,38,Brown Group,51701
B2B,3029,2025-04-06,39,Hernandez-Baker,25707
B2C,3030,2022-04-10,40,Roach-Cruz,44182
B2C,3031,2022-10-07,41,Murphy Inc,74981
B2B,3032,2024-03-12,42,Mcclure Ltd,49423
B2B,3033,2024-08-19,43,Bell LLC,22665
B2B,3034,2020-11-20,44,Horton-Caldwell,69816
B2B,3035,2024-02-03,45,"Sanders, Sanchez and King",07045
B2C,3036,2022-07-07,46,Taylor-Marshall,39570
B2C,3037,2022-07-01,1,Welch-Fleming,94464
B2B,3038,2023-04-02,2,"Burke, Wilson and Logan",93640
B2B,3039,2025-03-15,3,"Gutierrez, Hammond and Schwartz",64444
B2C,3040,2022-04-15,4,Conner-Morales,05328
B2C,3041,2024-09-17,5,"Young, Vega and Mack",79029
B2C,3042,2024-07-15,6,Solomon-Harris,50072
B2B,3043,2021-04-10,7,Ortega-Thomas,80945
B2B,3044,2023-08-18,8,"Hobbs, Dunn and Morris",35918
B2C,3045,2022-12-22,9,Harrison-Tate,26991
B2C,3046,2024-03-17,10,Foster LLC,68111
B2B,3047,2021-06-26,11,"Jones, Jackson and Peterson",06637
B2C,3048,2024-05-03,12,Hill-Taylor,68161
B2C,3049,2025-01-22,13,Nichols and Sons,50481
B2B,3050,2023-09-23,14,Olsen PLC,INVALID_73523
B2B,3051,2020-09-20,15,Cain-Howard,03731
B2C,3052,2023-07-27,16,"Guerrero, Holmes and Hunter",58538
B2B,3053,2023-03-10,17,Hill Ltd,32859
B2B,3054,2022-08-19,18,"Allen, Williams and Olsen",45900
B2B,3055,2023-02-04,19,Johnson-Manning,10643
B2B,3056,2024-05-19,20,"Arias, Ortega and Frey",14314
B2C,3057,2022-08-10,21,Hernandez Inc,43691
B2C,3058,2021-04-13,22,"Douglas, Walker and Davis",95005
B2C,3059,2024-07-24,23,"Simmons, Miller and Bennett",INVALID_57185
B2B,3060,2022-01-13,24,Klein Ltd,77875
B2C,3061,2024-12-13,25,Hill-Murray,77361
B2B,3062,2024-07-03,26,Harris-White,09311
B2C,3063,2022-06-28,27,Price LLC,53015
B2B,3064,2021-11-30,28,Smith Inc,64454
B2B,3065,2021-05-01,29,Forbes-Summers,35345
B2C,3066,2021-11-17,30,Walton-Edwards,04622
B2B,3067,2021-10-22,31,Rogers-Brewer,68918
B2B,3068,2022-08-16,32,"Mccullough, Davies and Dorsey",96749
B2B,3069,2022-05-31,33,Ward and Sons,28772
B2B,3070,2024-05-20,34,"Madden, Lucas and Dean",07144
B2B,3071,2024-01-31,35,Nguyen-Kennedy,80354
B2C,3072,2022-01-07,36,Davis Ltd,13160
B2C,3073,2022-05-21,37,Gray-Garcia,13929
B2B,3074,2021-03-24,38,"Garrett, Lopez and Peterson",52275
B2B,3075,2021-11-12,39,"Lane, Benson and Gibbs",61283
B2B,3076,2024-03-10,40,"Adams, Wilson and Lee",69851
B2C,3077,2020-09-03,41,Jones-Rios,18825
B2C,3078,2022-06-21,42,Johnson-Jensen,62124
B2C,3079,2021-11-29,43,"Snyder, Baird and Taylor",60809
B2B,3080,2021-12-24,44,Sanders-Bryant,51439
B2B,3081,2021-09-09,45,Browning Group,78105
B2B,3082,2022-08-29,46,"Larson, Bell and Booker",77088
B2C,3083,2021-06-18,1,Anderson-Mercado,78524
B2B,3084,2022-07-08,2,Ortiz-Cooper,41950
B2C,3085,2023-07-30,3,Hunt-Mcintosh,74279
B2C,3086,2021-12-01,4,"Diaz, Hensley and Wallace",90706
B2B,3087,2023-12-09,5,Woods-Gray,08521
B2C,3088,2022-10-11,6,null,56299
B2B,3089,2024-04-22,7,Grant-Gray,46129
B2B,3090,2022-05-17,8,Forbes-Jones,45530
B2B,3091,2022-05-14,9,"Miller, Taylor and Little",91508
B2C,3092,2024-03-25,10,Stuart-Santiago,34607
B2C,3093,2022-02-15,11,Smith-Reynolds,27850
B2B,3094,2021-01-29,12,Contreras Inc,41068
B2B,3095,2023-08-14,13,Martin-Chavez,02867
B2B,3096,2022-08-04,14,Fitzgerald-Elliott,99566
B2B,3097,2024-12-01,15,"Hart, Kelly and Beck",22215
B2C,3098,2022-05-26,16,"Frost, Garner and Garza",86223
B2C,3099,2025-01-05,17,"Mccullough, Gomez and Decker",95786
B2B,3100,2025-01-17,18,Lee LLC,27650
B2C,3101,2023-08-04,19,Bauer-Carr,59975
B2C,3102,2022-08-06,20,Dudley Ltd,06264
B2C,3103,2023-02-23,21,Thompson-Wyatt,50319
B2B,3104,2025-04-12,22,"Allison, Espinoza and Jones",82372
B2C,3105,2023-02-08,23,"Wilkins, Gonzalez and Smith",68818
B2B,3106,2023-06-03,24,Boone-Patton,88830
B2C,3107,2023-11-15,25,Young-Gutierrez,39612
B2C,3108,2021-12-13,26,Hudson Inc,76226
B2B,3109,2021-06-20,27,Carey Ltd,18638
B2B,3110,2020-12-22,28,"Gonzalez, Moon and Williams",69791
B2C,3111,2023-06-03,29,"Bailey, Warren and Owens",54158
B2C,3112,2023-11-28,30,"Adams, Wolfe and Shelton",41832
